"Notes"	"Disease"	"Disease Code"	"State"	"State Code"	"Year"	"Year Code"	STD Cases	Population	Rate
	"Chlamydia"	"274"	"Oklahoma"	"40"	"2011"	"2011"	14596	3791508	384.97
	"Chlamydia"	"274"	"Oklahoma"	"40"	"2012"	"2012"	16843	3814820	441.51
	"Chlamydia"	"274"	"Oklahoma"	"40"	"2013"	"2013"	18278	3850568	474.68
	"Chlamydia"	"274"	"Oklahoma"	"40"	"2014"	"2014"	20662	3850568	536.60
"Total"	"Chlamydia"	"274"	"Oklahoma"	"40"			237806	68140809	348.99
	"Chlamydia"	"274"	"Oregon"	"41"	"1996"	"1996"	5442	3247111	167.59
	"Chlamydia"	"274"	"Oregon"	"41"	"1997"	"1997"	5254	3304310	159.00
	"Chlamydia"	"274"	"Oregon"	"41"	"1998"	"1998"	5855	3352449	174.65
	"Chlamydia"	"274"	"Oregon"	"41"	"1999"	"1999"	6127	3393941	180.53
	"Chlamydia"	"274"	"Oregon"	"41"	"2000"	"2000"	7107	3431137	207.13
	"Chlamydia"	"274"	"Oregon"	"41"	"2001"	"2001"	7454	3473441	214.60
	"Chlamydia"	"274"	"Oregon"	"41"	"2002"	"2002"	7009	3521515	199.03
	"Chlamydia"	"274"	"Oregon"	"41"	"2003"	"2003"	7688	3559596	215.98
	"Chlamydia"	"274"	"Oregon"	"41"	"2004"	"2004"	8690	3594586	241.75
	"Chlamydia"	"274"	"Oregon"	"41"	"2005"	"2005"	9018	3641056	247.68
	"Chlamydia"	"274"	"Oregon"	"41"	"2006"	"2006"	9577	3700758	258.79
	"Chlamydia"	"274"	"Oregon"	"41"	"2007"	"2007"	9849	3747455	262.82
	"Chlamydia"	"274"	"Oregon"	"41"	"2008"	"2008"	10744	3790060	283.48
	"Chlamydia"	"274"	"Oregon"	"41"	"2009"	"2009"	11497	3825657	300.52
	"Chlamydia"	"274"	"Oregon"	"41"	"2010"	"2010"	12352	3831074	322.42
	"Chlamydia"	"274"	"Oregon"	"41"	"2011"	"2011"	13643	3871859	352.36
	"Chlamydia"	"274"	"Oregon"	"41"	"2012"	"2012"	13454	3899353	345.03
	"Chlamydia"	"274"	"Oregon"	"41"	"2013"	"2013"	14181	3930065	360.83
	"Chlamydia"	"274"	"Oregon"	"41"	"2014"	"2014"	15508	3930065	394.60
"Total"	"Chlamydia"	"274"	"Oregon"	"41"			180449	69045488	261.35
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"1996"	"1996"	19275	12220464	157.73
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"1997"	"1997"	19838	12227814	162.24
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"1998"	"1998"	24632	12245672	201.15
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"1999"	"1999"	26994	12263805	220.11
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2000"	"2000"	26476	12286107	215.50
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2001"	"2001"	28319	12303104	230.18
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2002"	"2002"	31791	12335091	257.73
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2003"	"2003"	37291	12365459	301.57
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2004"	"2004"	38025	12406292	306.50
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2005"	"2005"	37261	12429616	299.78
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2006"	"2006"	39487	12440621	317.40
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2007"	"2007"	42469	12432792	341.59
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2008"	"2008"	42233	12448279	339.27
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2009"	"2009"	43068	12604767	341.68
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2010"	"2010"	47518	12702379	374.09
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2011"	"2011"	52884	12742886	415.01
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2012"	"2012"	54993	12763536	430.86
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2013"	"2013"	52056	12773801	407.52
	"Chlamydia"	"274"	"Pennsylvania"	"42"	"2014"	"2014"	50536	12773801	395.62
"Total"	"Chlamydia"	"274"	"Pennsylvania"	"42"			715146	236766286	302.05
	"Chlamydia"	"274"	"Rhode Island"	"44"	"1996"	"1996"	1833	1020893	179.55
	"Chlamydia"	"274"	"Rhode Island"	"44"	"1997"	"1997"	2069	1025353	201.78
	"Chlamydia"	"274"	"Rhode Island"	"44"	"1998"	"1998"	2307	1031155	223.73
	"Chlamydia"	"274"	"Rhode Island"	"44"	"1999"	"1999"	2345	1040402	225.39
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2000"	"2000"	2632	1050698	250.50
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2001"	"2001"	2912	1059659	274.81
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2002"	"2002"	2832	1069725	264.74
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2003"	"2003"	3000	1076166	278.77
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2004"	"2004"	3442	1080632	318.52
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2005"	"2005"	3269	1076189	303.76
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2006"	"2006"	3142	1067610	294.30
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2007"	"2007"	3177	1057832	300.33
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2008"	"2008"	3317	1050788	315.67
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2009"	"2009"	3615	1053209	343.24
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2010"	"2010"	3480	1052567	330.62
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2011"	"2011"	4146	1051302	394.37
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2012"	"2012"	4313	1050292	410.65
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2013"	"2013"	4312	1051511	410.08
	"Chlamydia"	"274"	"Rhode Island"	"44"	"2014"	"2014"	4349	1051511	413.60
"Total"	"Chlamydia"	"274"	"Rhode Island"	"44"			60492	20017494	302.20
	"Chlamydia"	"274"	"South Carolina"	"45"	"1996"	"1996"	9545	3796200	251.44
	"Chlamydia"	"274"	"South Carolina"	"45"	"1997"	"1997"	12681	3859696	328.55
	"Chlamydia"	"274"	"South Carolina"	"45"	"1998"	"1998"	18678	3919235	476.57
	"Chlamydia"	"274"	"South Carolina"	"45"	"1999"	"1999"	18499	3974682	465.42
	"Chlamydia"	"274"	"South Carolina"	"45"	"2000"	"2000"	9950	4023725	247.28
	"Chlamydia"	"274"	"South Carolina"	"45"	"2001"	"2001"	15329	4062125	377.36
	"Chlamydia"	"274"	"South Carolina"	"45"	"2002"	"2002"	14314	4107183	348.51
	"Chlamydia"	"274"	"South Carolina"	"45"	"2003"	"2003"	14623	4147153	352.60
	"Chlamydia"	"274"	"South Carolina"	"45"	"2004"	"2004"	18423	4198068	438.85
	"Chlamydia"	"274"	"South Carolina"	"45"	"2005"	"2005"	18296	4255083	429.98
	"Chlamydia"	"274"	"South Carolina"	"45"	"2006"	"2006"	22351	4321249	517.24
	"Chlamydia"	"274"	"South Carolina"	"45"	"2007"	"2007"	26431	4407709	599.65
	"Chlamydia"	"274"	"South Carolina"	"45"	"2008"	"2008"	26323	4479800	587.59
	"Chlamydia"	"274"	"South Carolina"	"45"	"2009"	"2009"	26654	4561242	584.36
	"Chlamydia"	"274"	"South Carolina"	"45"	"2010"	"2010"	26525	4625364	573.47
	"Chlamydia"	"274"	"South Carolina"	"45"	"2011"	"2011"	28932	4679230	618.31
	"Chlamydia"	"274"	"South Carolina"	"45"	"2012"	"2012"	27149	4723723	574.74
	"Chlamydia"	"274"	"South Carolina"	"45"	"2013"	"2013"	25594	4774839	536.02
	"Chlamydia"	"274"	"South Carolina"	"45"	"2014"	"2014"	28087	4774839	588.23
"Total"	"Chlamydia"	"274"	"South Carolina"	"45"			388384	81691145	475.43
	"Chlamydia"	"274"	"South Dakota"	"46"	"1996"	"1996"	1538	742213	207.22
	"Chlamydia"	"274"	"South Dakota"	"46"	"1997"	"1997"	1439	744223	193.36
	"Chlamydia"	"274"	"South Dakota"	"46"	"1998"	"1998"	1572	746058	210.71
	"Chlamydia"	"274"	"South Dakota"	"46"	"1999"	"1999"	1544	750412	205.75
	"Chlamydia"	"274"	"South Dakota"	"46"	"2000"	"2000"	1834	755784	242.66
	"Chlamydia"	"274"	"South Dakota"	"46"	"2001"	"2001"	1821	758324	240.13
	"Chlamydia"	"274"	"South Dakota"	"46"	"2002"	"2002"	2215	761063	291.04
	"Chlamydia"	"274"	"South Dakota"	"46"	"2003"	"2003"	2608	764309	341.22
	"Chlamydia"	"274"	"South Dakota"	"46"	"2004"	"2004"	2532	770883	328.45
	"Chlamydia"	"274"	"South Dakota"	"46"	"2005"	"2005"	2701	775933	348.10
	"Chlamydia"	"274"	"South Dakota"	"46"	"2006"	"2006"	2633	781919	336.74
	"Chlamydia"	"274"	"South Dakota"	"46"	"2007"	"2007"	2620	796214	329.06
	"Chlamydia"	"274"	"South Dakota"	"46"	"2008"	"2008"	2956	804194	367.57
	"Chlamydia"	"274"	"South Dakota"	"46"	"2009"	"2009"	3015	812383	371.13
	"Chlamydia"	"274"	"South Dakota"	"46"	"2010"	"2010"	3192	814180	392.05
	"Chlamydia"	"274"	"South Dakota"	"46"	"2011"	"2011"	3409	824082	413.67
	"Chlamydia"	"274"	"South Dakota"	"46"	"2012"	"2012"	3924	833354	470.87
	"Chlamydia"	"274"	"South Dakota"	"46"	"2013"	"2013"	3927	844877	464.80
	"Chlamydia"	"274"	"South Dakota"	"46"	"2014"	"2014"	4166	844877	493.09
"Total"	"Chlamydia"	"274"	"South Dakota"	"46"			49646	14925282	332.63
	"Chlamydia"	"274"	"Tennessee"	"47"	"1996"	"1996"	13122	5416643	242.25
	"Chlamydia"	"274"	"Tennessee"	"47"	"1997"	"1997"	12501	5499233	227.32
	"Chlamydia"	"274"	"Tennessee"	"47"	"1998"	"1998"	13717	5570045	246.26
	"Chlamydia"	"274"	"Tennessee"	"47"	"1999"	"1999"	14216	5638706	252.12
	"Chlamydia"	"274"	"Tennessee"	"47"	"2000"	"2000"	15068	5703246	264.20
	"Chlamydia"	"274"	"Tennessee"	"47"	"2001"	"2001"	15560	5749398	270.64
	"Chlamydia"	"274"	"Tennessee"	"47"	"2002"	"2002"	16042	5797289	276.72
	"Chlamydia"	"274"	"Tennessee"	"47"	"2003"	"2003"	20380	5841748	348.87
	"Chlamydia"	"274"	"Tennessee"	"47"	"2004"	"2004"	22515	5900962	381.55
	"Chlamydia"	"274"	"Tennessee"	"47"	"2005"	"2005"	23084	5962959	387.12
	"Chlamydia"	"274"	"Tennessee"	"47"	"2006"	"2006"	25320	6038803	419.29
	"Chlamydia"	"274"	"Tennessee"	"47"	"2007"	"2007"	26866	6156719	436.37
	"Chlamydia"	"274"	"Tennessee"	"47"	"2008"	"2008"	28038	6214888	451.14
	"Chlamydia"	"274"	"Tennessee"	"47"	"2009"	"2009"	29711	6296254	471.88
	"Chlamydia"	"274"	"Tennessee"	"47"	"2010"	"2010"	28327	6346105	446.37
	"Chlamydia"	"274"	"Tennessee"	"47"	"2011"	"2011"	31105	6403353	485.76
	"Chlamydia"	"274"	"Tennessee"	"47"	"2012"	"2012"	32525	6456243	503.78
	"Chlamydia"	"274"	"Tennessee"	"47"	"2013"	"2013"	30370	6495978	467.52
	"Chlamydia"	"274"	"Tennessee"	"47"	"2014"	"2014"	30793	6495978	474.03
"Total"	"Chlamydia"	"274"	"Tennessee"	"47"			429260	113984550	376.60
	"Chlamydia"	"274"	"Texas"	"48"	"1996"	"1996"	43003	19340342	222.35
	"Chlamydia"	"274"	"Texas"	"48"	"1997"	"1997"	50675	19740317	256.71
	"Chlamydia"	"274"	"Texas"	"48"	"1998"	"1998"	60436	20157531	299.82
	"Chlamydia"	"274"	"Texas"	"48"	"1999"	"1999"	62958	20558220	306.24
	"Chlamydia"	"274"	"Texas"	"48"	"2000"	"2000"	68814	20955248	328.39
	"Chlamydia"	"274"	"Texas"	"48"	"2001"	"2001"	69752	21370983	326.39
	"Chlamydia"	"274"	"Texas"	"48"	"2002"	"2002"	69521	21779893	319.20
	"Chlamydia"	"274"	"Texas"	"48"	"2003"	"2003"	69200	22118509	312.86
	"Chlamydia"	"274"	"Texas"	"48"	"2004"	"2004"	70232	22490022	312.28
	"Chlamydia"	"274"	"Texas"	"48"	"2005"	"2005"	71860	22859968	314.35
	"Chlamydia"	"274"	"Texas"	"48"	"2006"	"2006"	75543	23507783	321.35
	"Chlamydia"	"274"	"Texas"	"48"	"2007"	"2007"	85786	23904380	358.87
	"Chlamydia"	"274"	"Texas"	"48"	"2008"	"2008"	100870	24326974	414.64
	"Chlamydia"	"274"	"Texas"	"48"	"2009"	"2009"	105910	24782302	427.36
	"Chlamydia"	"274"	"Texas"	"48"	"2010"	"2010"	119872	25145561	476.71
	"Chlamydia"	"274"	"Texas"	"48"	"2011"	"2011"	124882	25674681	486.40
	"Chlamydia"	"274"	"Texas"	"48"	"2012"	"2012"	127036	26059203	487.49
	"Chlamydia"	"274"	"Texas"	"48"	"2013"	"2013"	129861	26448193	491.00
	"Chlamydia"	"274"	"Texas"	"48"	"2014"	"2014"	131219	26448193	496.14
"Total"	"Chlamydia"	"274"	"Texas"	"48"			1637430	437668303	374.13
	"Chlamydia"	"274"	"Utah"	"49"	"1996"	"1996"	1598	2067976	77.27
	"Chlamydia"	"274"	"Utah"	"49"	"1997"	"1997"	1774	2119784	83.69
	"Chlamydia"	"274"	"Utah"	"49"	"1998"	"1998"	2209	2165960	101.99
	"Chlamydia"	"274"	"Utah"	"49"	"1999"	"1999"	2219	2203482	100.70
	"Chlamydia"	"274"	"Utah"	"49"	"2000"	"2000"	2190	2243406	97.62
	"Chlamydia"	"274"	"Utah"	"49"	"2001"	"2001"	3004	2278712	131.83
	"Chlamydia"	"274"	"Utah"	"49"	"2002"	"2002"	3540	2316256	152.83
	"Chlamydia"	"274"	"Utah"	"49"	"2003"	"2003"	3893	2351467	165.56
	"Chlamydia"	"274"	"Utah"	"49"	"2004"	"2004"	3857	2389039	161.45
	"Chlamydia"	"274"	"Utah"	"49"	"2005"	"2005"	4602	2469585	186.35
	"Chlamydia"	"274"	"Utah"	"49"	"2006"	"2006"	5092	2550063	199.68
	"Chlamydia"	"274"	"Utah"	"49"	"2007"	"2007"	5721	2645330	216.27
	"Chlamydia"	"274"	"Utah"	"49"	"2008"	"2008"	6021	2736424	220.03
	"Chlamydia"	"274"	"Utah"	"49"	"2009"	"2009"	6145	2784572	220.68
	"Chlamydia"	"274"	"Utah"	"49"	"2010"	"2010"	6690	2763885	242.05
	"Chlamydia"	"274"	"Utah"	"49"	"2011"	"2011"	7086	2817222	251.52
	"Chlamydia"	"274"	"Utah"	"49"	"2012"	"2012"	7615	2855287	266.70
	"Chlamydia"	"274"	"Utah"	"49"	"2013"	"2013"	7535	2900872	259.75
	"Chlamydia"	"274"	"Utah"	"49"	"2014"	"2014"	8223	2900872	283.47
"Total"	"Chlamydia"	"274"	"Utah"	"49"			89014	47560194	187.16
	"Chlamydia"	"274"	"Vermont"	"50"	"1996"	"1996"	398	593701	67.04
	"Chlamydia"	"274"	"Vermont"	"50"	"1997"	"1997"	434	597239	72.67
	"Chlamydia"	"274"	"Vermont"	"50"	"1998"	"1998"	413	600416	68.79
	"Chlamydia"	"274"	"Vermont"	"50"	"1999"	"1999"	485	604683	80.21
	"Chlamydia"	"274"	"Vermont"	"50"	"2000"	"2000"	526	609952	86.24
	"Chlamydia"	"274"	"Vermont"	"50"	"2001"	"2001"	638	612978	104.08
	"Chlamydia"	"274"	"Vermont"	"50"	"2002"	"2002"	954	616592	154.72
	"Chlamydia"	"274"	"Vermont"	"50"	"2003"	"2003"	1060	619116	171.21
	"Chlamydia"	"274"	"Vermont"	"50"	"2004"	"2004"	1137	621394	182.98
	"Chlamydia"	"274"	"Vermont"	"50"	"2005"	"2005"	957	623050	153.60
	"Chlamydia"	"274"	"Vermont"	"50"	"2006"	"2006"	1191	623908	190.89
	"Chlamydia"	"274"	"Vermont"	"50"	"2007"	"2007"	1057	621254	170.14
	"Chlamydia"	"274"	"Vermont"	"50"	"2008"	"2008"	1190	621270	191.54
	"Chlamydia"	"274"	"Vermont"	"50"	"2009"	"2009"	1186	621760	190.75
	"Chlamydia"	"274"	"Vermont"	"50"	"2010"	"2010"	1257	625741	200.88
	"Chlamydia"	"274"	"Vermont"	"50"	"2011"	"2011"	1483	626431	236.74
	"Chlamydia"	"274"	"Vermont"	"50"	"2012"	"2012"	1724	626011	275.39
	"Chlamydia"	"274"	"Vermont"	"50"	"2013"	"2013"	1842	626630	293.95
	"Chlamydia"	"274"	"Vermont"	"50"	"2014"	"2014"	2237	626630	356.99
"Total"	"Chlamydia"	"274"	"Vermont"	"50"			20169	11718756	172.11
	"Chlamydia"	"274"	"Virginia"	"51"	"1996"	"1996"	11755	6750884	174.12
	"Chlamydia"	"274"	"Virginia"	"51"	"1997"	"1997"	11955	6829183	175.06
	"Chlamydia"	"274"	"Virginia"	"51"	"1998"	"1998"	13561	6900918	196.51
	"Chlamydia"	"274"	"Virginia"	"51"	"1999"	"1999"	13735	7000174	196.21
	"Chlamydia"	"274"	"Virginia"	"51"	"2000"	"2000"	15352	7105900	216.05
	"Chlamydia"	"274"	"Virginia"	"51"	"2001"	"2001"	18337	7196750	254.80
	"Chlamydia"	"274"	"Virginia"	"51"	"2002"	"2002"	18518	7293542	253.90
	"Chlamydia"	"274"	"Virginia"	"51"	"2003"	"2003"	19439	7386330	263.18
	"Chlamydia"	"274"	"Virginia"	"51"	"2004"	"2004"	21635	7459827	290.02
	"Chlamydia"	"274"	"Virginia"	"51"	"2005"	"2005"	22668	7567465	299.55
	"Chlamydia"	"274"	"Virginia"	"51"	"2006"	"2006"	24087	7642884	315.16
	"Chlamydia"	"274"	"Virginia"	"51"	"2007"	"2007"	24579	7712091	318.71
	"Chlamydia"	"274"	"Virginia"	"51"	"2008"	"2008"	31218	7769089	401.82
	"Chlamydia"	"274"	"Virginia"	"51"	"2009"	"2009"	30903	7882590	392.04
	"Chlamydia"	"274"	"Virginia"	"51"	"2010"	"2010"	30797	8001024	384.91
	"Chlamydia"	"274"	"Virginia"	"51"	"2011"	"2011"	36314	8096604	448.51
	"Chlamydia"	"274"	"Virginia"	"51"	"2012"	"2012"	34963	8185867	427.11
	"Chlamydia"	"274"	"Virginia"	"51"	"2013"	"2013"	33316	8260405	403.32
	"Chlamydia"	"274"	"Virginia"	"51"	"2014"	"2014"	36048	8260405	436.39
"Total"	"Chlamydia"	"274"	"Virginia"	"51"			449180	143301932	313.45
	"Chlamydia"	"274"	"Washington"	"53"	"1996"	"1996"	9236	5569753	165.82
	"Chlamydia"	"274"	"Washington"	"53"	"1997"	"1997"	9523	5674747	167.81
	"Chlamydia"	"274"	"Washington"	"53"	"1998"	"1998"	10998	5769562	190.62
	"Chlamydia"	"274"	"Washington"	"53"	"1999"	"1999"	11964	5842564	204.77
	"Chlamydia"	"274"	"Washington"	"53"	"2000"	"2000"	13066	5911803	221.01
	"Chlamydia"	"274"	"Washington"	"53"	"2001"	"2001"	13631	5993390	227.43
	"Chlamydia"	"274"	"Washington"	"53"	"2002"	"2002"	14934	6068996	246.07
	"Chlamydia"	"274"	"Washington"	"53"	"2003"	"2003"	16797	6131445	273.95
	"Chlamydia"	"274"	"Washington"	"53"	"2004"	"2004"	17635	6203788	284.26
	"Chlamydia"	"274"	"Washington"	"53"	"2005"	"2005"	18616	6287759	296.07
	"Chlamydia"	"274"	"Washington"	"53"	"2006"	"2006"	17819	6395798	278.61
	"Chlamydia"	"274"	"Washington"	"53"	"2007"	"2007"	18784	6468424	290.39
	"Chlamydia"	"274"	"Washington"	"53"	"2008"	"2008"	21402	6549224	326.79
	"Chlamydia"	"274"	"Washington"	"53"	"2009"	"2009"	21387	6664195	320.92
	"Chlamydia"	"274"	"Washington"	"53"	"2010"	"2010"	21348	6724540	317.46
	"Chlamydia"	"274"	"Washington"	"53"	"2011"	"2011"	23280	6830038	340.85
	"Chlamydia"	"274"	"Washington"	"53"	"2012"	"2012"	24596	6897012	356.62
	"Chlamydia"	"274"	"Washington"	"53"	"2013"	"2013"	24950	6971406	357.89
	"Chlamydia"	"274"	"Washington"	"53"	"2014"	"2014"	26577	6971406	381.23
"Total"	"Chlamydia"	"274"	"Washington"	"53"			336543	119925850	280.63
	"Chlamydia"	"274"	"West Virginia"	"54"	"1996"	"1996"	2323	1822808	127.44
	"Chlamydia"	"274"	"West Virginia"	"54"	"1997"	"1997"	3040	1819113	167.11
	"Chlamydia"	"274"	"West Virginia"	"54"	"1998"	"1998"	2790	1815609	153.67
	"Chlamydia"	"274"	"West Virginia"	"54"	"1999"	"1999"	1820	1811799	100.45
	"Chlamydia"	"274"	"West Virginia"	"54"	"2000"	"2000"	2143	1807326	118.57
	"Chlamydia"	"274"	"West Virginia"	"54"	"2001"	"2001"	2361	1800975	131.10
	"Chlamydia"	"274"	"West Virginia"	"54"	"2002"	"2002"	2464	1801873	136.75
	"Chlamydia"	"274"	"West Virginia"	"54"	"2003"	"2003"	2585	1810357	142.79
	"Chlamydia"	"274"	"West Virginia"	"54"	"2004"	"2004"	2758	1815354	151.93
	"Chlamydia"	"274"	"West Virginia"	"54"	"2005"	"2005"	2944	1816856	162.04
	"Chlamydia"	"274"	"West Virginia"	"54"	"2006"	"2006"	2910	1818470	160.03
	"Chlamydia"	"274"	"West Virginia"	"54"	"2007"	"2007"	3168	1812035	174.83
	"Chlamydia"	"274"	"West Virginia"	"54"	"2008"	"2008"	3316	1814468	182.75
	"Chlamydia"	"274"	"West Virginia"	"54"	"2009"	"2009"	3604	1819777	198.05
	"Chlamydia"	"274"	"West Virginia"	"54"	"2010"	"2010"	3876	1852994	209.18
	"Chlamydia"	"274"	"West Virginia"	"54"	"2011"	"2011"	4295	1855364	231.49
	"Chlamydia"	"274"	"West Virginia"	"54"	"2012"	"2012"	4790	1855413	258.16
	"Chlamydia"	"274"	"West Virginia"	"54"	"2013"	"2013"	5139	1854304	277.14
	"Chlamydia"	"274"	"West Virginia"	"54"	"2014"	"2014"	4719	1854304	254.49
"Total"	"Chlamydia"	"274"	"West Virginia"	"54"			61045	34659199	176.13
	"Chlamydia"	"274"	"Wisconsin"	"55"	"1996"	"1996"	10268	5229986	196.33
	"Chlamydia"	"274"	"Wisconsin"	"55"	"1997"	"1997"	10181	5266213	193.33
	"Chlamydia"	"274"	"Wisconsin"	"55"	"1998"	"1998"	13878	5297672	261.96
	"Chlamydia"	"274"	"Wisconsin"	"55"	"1999"	"1999"	14462	5332666	271.20
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2000"	"2000"	16365	5374367	304.50
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2001"	"2001"	16291	5405947	301.35
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2002"	"2002"	17000	5441196	312.43
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2003"	"2003"	17942	5472299	327.87
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2004"	"2004"	19217	5509026	348.83
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2005"	"2005"	20461	5536201	369.59
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2006"	"2006"	20190	5556506	363.36
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2007"	"2007"	19555	5601640	349.09
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2008"	"2008"	20996	5627967	373.06
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2009"	"2009"	20906	5654774	369.70
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2010"	"2010"	23236	5686986	408.58
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2011"	"2011"	24619	5711767	431.02
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2012"	"2012"	23726	5726398	414.33
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2013"	"2013"	23572	5742713	410.47
	"Chlamydia"	"274"	"Wisconsin"	"55"	"2014"	"2014"	23154	5742713	403.19
"Total"	"Chlamydia"	"274"	"Wisconsin"	"55"			356019	104917037	339.33
	"Chlamydia"	"274"	"Wyoming"	"56"	"1996"	"1996"	621	488167	127.21
	"Chlamydia"	"274"	"Wyoming"	"56"	"1997"	"1997"	635	489451	129.74
	"Chlamydia"	"274"	"Wyoming"	"56"	"1998"	"1998"	725	490787	147.72
	"Chlamydia"	"274"	"Wyoming"	"56"	"1999"	"1999"	787	491780	160.03
	"Chlamydia"	"274"	"Wyoming"	"56"	"2000"	"2000"	807	494086	163.33
	"Chlamydia"	"274"	"Wyoming"	"56"	"2001"	"2001"	839	493754	169.92
	"Chlamydia"	"274"	"Wyoming"	"56"	"2002"	"2002"	944	498703	189.29
	"Chlamydia"	"274"	"Wyoming"	"56"	"2003"	"2003"	960	501242	191.52
	"Chlamydia"	"274"	"Wyoming"	"56"	"2004"	"2004"	1082	506529	213.61
	"Chlamydia"	"274"	"Wyoming"	"56"	"2005"	"2005"	1173	509294	230.32
	"Chlamydia"	"274"	"Wyoming"	"56"	"2006"	"2006"	1422	515004	276.11
	"Chlamydia"	"274"	"Wyoming"	"56"	"2007"	"2007"	1197	522830	228.95
	"Chlamydia"	"274"	"Wyoming"	"56"	"2008"	"2008"	1577	532668	296.06
	"Chlamydia"	"274"	"Wyoming"	"56"	"2009"	"2009"	1963	544270	360.67
	"Chlamydia"	"274"	"Wyoming"	"56"	"2010"	"2010"	2113	563626	374.89
	"Chlamydia"	"274"	"Wyoming"	"56"	"2011"	"2011"	2092	568158	368.21
	"Chlamydia"	"274"	"Wyoming"	"56"	"2012"	"2012"	2102	576412	364.67
	"Chlamydia"	"274"	"Wyoming"	"56"	"2013"	"2013"	2005	582658	344.11
	"Chlamydia"	"274"	"Wyoming"	"56"	"2014"	"2014"	1972	582658	338.45
"Total"	"Chlamydia"	"274"	"Wyoming"	"56"			25016	9952077	251.37
"Total"	"Chlamydia"	"274"					18991264	5568711347	341.04
	"Gonorrhea"	"280"	"Alabama"	"01"	"1996"	"1996"	13138	4331102	303.34
	"Gonorrhea"	"280"	"Alabama"	"01"	"1997"	"1997"	12031	4367935	275.44
	"Gonorrhea"	"280"	"Alabama"	"01"	"1998"	"1998"	12737	4404701	289.17
	"Gonorrhea"	"280"	"Alabama"	"01"	"1999"	"1999"	10888	4430141	245.77
	"Gonorrhea"	"280"	"Alabama"	"01"	"2000"	"2000"	12063	4451975	270.96
	"Gonorrhea"	"280"	"Alabama"	"01"	"2001"	"2001"	11182	4468912	250.22
	"Gonorrhea"	"280"	"Alabama"	"01"	"2002"	"2002"	10118	4486508	225.52
	"Gonorrhea"	"280"	"Alabama"	"01"	"2003"	"2003"	9303	4500752	206.70
	"Gonorrhea"	"280"	"Alabama"	"01"	"2004"	"2004"	8206	4530182	181.14
	"Gonorrhea"	"280"	"Alabama"	"01"	"2005"	"2005"	9406	4557808	206.37
	"Gonorrhea"	"280"	"Alabama"	"01"	"2006"	"2006"	10665	4599030	231.90
	"Gonorrhea"	"280"	"Alabama"	"01"	"2007"	"2007"	10885	4627851	235.21
	"Gonorrhea"	"280"	"Alabama"	"01"	"2008"	"2008"	9740	4661900	208.93
	"Gonorrhea"	"280"	"Alabama"	"01"	"2009"	"2009"	7498	4708708	159.24
	"Gonorrhea"	"280"	"Alabama"	"01"	"2010"	"2010"	7933	4779736	165.97
	"Gonorrhea"	"280"	"Alabama"	"01"	"2011"	"2011"	9132	4802740	190.14
