"Notes"	"Disease"	"Disease Code"	"State"	"State Code"	"Year"	"Year Code"	STD Cases	Population	Rate
	"Gonorrhea"	"280"	"North Dakota"	"38"	"2014"	"2014"	694	723393	95.94
"Total"	"Gonorrhea"	"280"	"North Dakota"	"38"			3348	12475407	26.84
	"Gonorrhea"	"280"	"Ohio"	"39"	"1996"	"1996"	14946	11242827	132.94
	"Gonorrhea"	"280"	"Ohio"	"39"	"1997"	"1997"	14961	11277357	132.66
	"Gonorrhea"	"280"	"Ohio"	"39"	"1998"	"1998"	18275	11311536	161.56
	"Gonorrhea"	"280"	"Ohio"	"39"	"1999"	"1999"	18141	11335454	160.04
	"Gonorrhea"	"280"	"Ohio"	"39"	"2000"	"2000"	19303	11363568	169.87
	"Gonorrhea"	"280"	"Ohio"	"39"	"2001"	"2001"	21163	11389786	185.81
	"Gonorrhea"	"280"	"Ohio"	"39"	"2002"	"2002"	22008	11421268	192.69
	"Gonorrhea"	"280"	"Ohio"	"39"	"2003"	"2003"	22537	11435799	197.07
	"Gonorrhea"	"280"	"Ohio"	"39"	"2004"	"2004"	20467	11459011	178.61
	"Gonorrhea"	"280"	"Ohio"	"39"	"2005"	"2005"	20985	11464042	183.05
	"Gonorrhea"	"280"	"Ohio"	"39"	"2006"	"2006"	19190	11478006	167.19
	"Gonorrhea"	"280"	"Ohio"	"39"	"2007"	"2007"	21066	11466917	183.71
	"Gonorrhea"	"280"	"Ohio"	"39"	"2008"	"2008"	16803	11485910	146.29
	"Gonorrhea"	"280"	"Ohio"	"39"	"2009"	"2009"	15988	11542645	138.51
	"Gonorrhea"	"280"	"Ohio"	"39"	"2010"	"2010"	16496	11536504	142.99
	"Gonorrhea"	"280"	"Ohio"	"39"	"2011"	"2011"	16726	11544951	144.88
	"Gonorrhea"	"280"	"Ohio"	"39"	"2012"	"2012"	16493	11544225	142.87
	"Gonorrhea"	"280"	"Ohio"	"39"	"2013"	"2013"	16619	11570808	143.63
	"Gonorrhea"	"280"	"Ohio"	"39"	"2014"	"2014"	16237	11570808	140.33
"Total"	"Gonorrhea"	"280"	"Ohio"	"39"			348404	217441422	160.23
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"1996"	"1996"	4890	3340129	146.40
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"1997"	"1997"	4760	3372917	141.12
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"1998"	"1998"	5243	3405194	153.97
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"1999"	"1999"	4021	3437147	116.99
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2000"	"2000"	4229	3454408	122.42
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2001"	"2001"	4784	3469577	137.88
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2002"	"2002"	4661	3493714	133.41
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2003"	"2003"	4552	3511532	129.63
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2004"	"2004"	4453	3523553	126.38
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2005"	"2005"	5228	3547884	147.35
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2006"	"2006"	4951	3579212	138.33
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2007"	"2007"	4827	3617316	133.44
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2008"	"2008"	5185	3642361	142.35
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2009"	"2009"	4673	3687050	126.74
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2010"	"2010"	4369	3751351	116.47
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2011"	"2011"	4215	3791508	111.17
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2012"	"2012"	4441	3814820	116.41
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2013"	"2013"	5303	3850568	137.72
	"Gonorrhea"	"280"	"Oklahoma"	"40"	"2014"	"2014"	6137	3850568	159.38
"Total"	"Gonorrhea"	"280"	"Oklahoma"	"40"			90922	68140809	133.43
	"Gonorrhea"	"280"	"Oregon"	"41"	"1996"	"1996"	886	3247111	27.29
	"Gonorrhea"	"280"	"Oregon"	"41"	"1997"	"1997"	773	3304310	23.39
	"Gonorrhea"	"280"	"Oregon"	"41"	"1998"	"1998"	880	3352449	26.25
	"Gonorrhea"	"280"	"Oregon"	"41"	"1999"	"1999"	903	3393941	26.61
	"Gonorrhea"	"280"	"Oregon"	"41"	"2000"	"2000"	1038	3431137	30.25
	"Gonorrhea"	"280"	"Oregon"	"41"	"2001"	"2001"	1144	3473441	32.94
	"Gonorrhea"	"280"	"Oregon"	"41"	"2002"	"2002"	909	3521515	25.81
	"Gonorrhea"	"280"	"Oregon"	"41"	"2003"	"2003"	1000	3559596	28.09
	"Gonorrhea"	"280"	"Oregon"	"41"	"2004"	"2004"	1302	3594586	36.22
	"Gonorrhea"	"280"	"Oregon"	"41"	"2005"	"2005"	1562	3641056	42.90
	"Gonorrhea"	"280"	"Oregon"	"41"	"2006"	"2006"	1461	3700758	39.48
	"Gonorrhea"	"280"	"Oregon"	"41"	"2007"	"2007"	1236	3747455	32.98
	"Gonorrhea"	"280"	"Oregon"	"41"	"2008"	"2008"	1225	3790060	32.32
	"Gonorrhea"	"280"	"Oregon"	"41"	"2009"	"2009"	1113	3825657	29.09
	"Gonorrhea"	"280"	"Oregon"	"41"	"2010"	"2010"	1076	3831074	28.09
	"Gonorrhea"	"280"	"Oregon"	"41"	"2011"	"2011"	1489	3871859	38.46
	"Gonorrhea"	"280"	"Oregon"	"41"	"2012"	"2012"	1464	3899353	37.54
	"Gonorrhea"	"280"	"Oregon"	"41"	"2013"	"2013"	1729	3930065	43.99
	"Gonorrhea"	"280"	"Oregon"	"41"	"2014"	"2014"	2320	3930065	59.03
"Total"	"Gonorrhea"	"280"	"Oregon"	"41"			23510	69045488	34.05
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"1996"	"1996"	10803	12220464	88.40
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"1997"	"1997"	9967	12227814	81.51
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"1998"	"1998"	11719	12245672	95.70
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"1999"	"1999"	13296	12263805	108.42
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2000"	"2000"	13568	12286107	110.43
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2001"	"2001"	14214	12303104	115.53
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2002"	"2002"	13294	12335091	107.77
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2003"	"2003"	11866	12365459	95.96
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2004"	"2004"	11236	12406292	90.57
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2005"	"2005"	11222	12429616	90.28
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2006"	"2006"	11466	12440621	92.17
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2007"	"2007"	12706	12432792	102.20
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2008"	"2008"	11071	12448279	88.94
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2009"	"2009"	10138	12604767	80.43
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2010"	"2010"	12883	12702379	101.42
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2011"	"2011"	13770	12742886	108.06
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2012"	"2012"	15390	12763536	120.58
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2013"	"2013"	13874	12773801	108.61
	"Gonorrhea"	"280"	"Pennsylvania"	"42"	"2014"	"2014"	12710	12773801	99.50
"Total"	"Gonorrhea"	"280"	"Pennsylvania"	"42"			235193	236766286	99.34
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"1996"	"1996"	486	1020893	47.61
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"1997"	"1997"	422	1025353	41.16
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"1998"	"1998"	430	1031155	41.70
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"1999"	"1999"	601	1040402	57.77
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2000"	"2000"	661	1050698	62.91
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2001"	"2001"	830	1059659	78.33
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2002"	"2002"	900	1069725	84.13
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2003"	"2003"	973	1076166	90.41
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2004"	"2004"	816	1080632	75.51
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2005"	"2005"	438	1076189	40.70
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2006"	"2006"	508	1067610	47.58
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2007"	"2007"	402	1057832	38.00
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2008"	"2008"	307	1050788	29.22
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2009"	"2009"	322	1053209	30.57
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2010"	"2010"	291	1052567	27.65
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2011"	"2011"	360	1051302	34.24
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2012"	"2012"	507	1050292	48.27
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2013"	"2013"	454	1051511	43.18
	"Gonorrhea"	"280"	"Rhode Island"	"44"	"2014"	"2014"	590	1051511	56.11
"Total"	"Gonorrhea"	"280"	"Rhode Island"	"44"			10298	20017494	51.45
	"Gonorrhea"	"280"	"South Carolina"	"45"	"1996"	"1996"	11725	3796200	308.86
	"Gonorrhea"	"280"	"South Carolina"	"45"	"1997"	"1997"	11468	3859696	297.12
	"Gonorrhea"	"280"	"South Carolina"	"45"	"1998"	"1998"	11499	3919235	293.40
	"Gonorrhea"	"280"	"South Carolina"	"45"	"1999"	"1999"	15037	3974682	378.32
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2000"	"2000"	8383	4023725	208.34
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2001"	"2001"	10805	4062125	265.99
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2002"	"2002"	9152	4107183	222.83
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2003"	"2003"	8518	4147153	205.39
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2004"	"2004"	9171	4198068	218.46
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2005"	"2005"	8561	4255083	201.19
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2006"	"2006"	10320	4321249	238.82
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2007"	"2007"	10326	4407709	234.27
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2008"	"2008"	9442	4479800	210.77
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2009"	"2009"	8318	4561242	182.36
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2010"	"2010"	7970	4625364	172.31
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2011"	"2011"	8350	4679230	178.45
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2012"	"2012"	7638	4723723	161.69
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2013"	"2013"	7194	4774839	150.66
	"Gonorrhea"	"280"	"South Carolina"	"45"	"2014"	"2014"	8253	4774839	172.84
"Total"	"Gonorrhea"	"280"	"South Carolina"	"45"			182130	81691145	222.95
	"Gonorrhea"	"280"	"South Dakota"	"46"	"1996"	"1996"	176	742213	23.71
	"Gonorrhea"	"280"	"South Dakota"	"46"	"1997"	"1997"	172	744223	23.11
	"Gonorrhea"	"280"	"South Dakota"	"46"	"1998"	"1998"	221	746058	29.62
	"Gonorrhea"	"280"	"South Dakota"	"46"	"1999"	"1999"	192	750412	25.59
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2000"	"2000"	277	755784	36.65
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2001"	"2001"	289	758324	38.11
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2002"	"2002"	263	761063	34.56
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2003"	"2003"	226	764309	29.57
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2004"	"2004"	304	770883	39.44
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2005"	"2005"	351	775933	45.24
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2006"	"2006"	367	781919	46.94
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2007"	"2007"	261	796214	32.78
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2008"	"2008"	375	804194	46.63
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2009"	"2009"	344	812383	42.34
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2010"	"2010"	468	814180	57.48
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2011"	"2011"	602	824082	73.05
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2012"	"2012"	707	833354	84.84
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2013"	"2013"	784	844877	92.79
	"Gonorrhea"	"280"	"South Dakota"	"46"	"2014"	"2014"	892	844877	105.58
"Total"	"Gonorrhea"	"280"	"South Dakota"	"46"			7271	14925282	48.72
	"Gonorrhea"	"280"	"Tennessee"	"47"	"1996"	"1996"	11710	5416643	216.19
	"Gonorrhea"	"280"	"Tennessee"	"47"	"1997"	"1997"	11019	5499233	200.37
	"Gonorrhea"	"280"	"Tennessee"	"47"	"1998"	"1998"	11840	5570045	212.57
	"Gonorrhea"	"280"	"Tennessee"	"47"	"1999"	"1999"	11366	5638706	201.57
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2000"	"2000"	11876	5703246	208.23
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2001"	"2001"	10145	5749398	176.45
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2002"	"2002"	9348	5797289	161.25
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2003"	"2003"	8519	5841748	145.83
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2004"	"2004"	8475	5900962	143.62
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2005"	"2005"	8605	5962959	144.31
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2006"	"2006"	9694	6038803	160.53
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2007"	"2007"	9564	6156719	155.34
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2008"	"2008"	8780	6214888	141.27
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2009"	"2009"	7926	6296254	125.88
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2010"	"2010"	7121	6346105	112.21
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2011"	"2011"	7667	6403353	119.73
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2012"	"2012"	9098	6456243	140.92
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2013"	"2013"	7376	6495978	113.55
	"Gonorrhea"	"280"	"Tennessee"	"47"	"2014"	"2014"	7199	6495978	110.82
"Total"	"Gonorrhea"	"280"	"Tennessee"	"47"			177328	113984550	155.57
	"Gonorrhea"	"280"	"Texas"	"48"	"1996"	"1996"	23124	19340342	119.56
	"Gonorrhea"	"280"	"Texas"	"48"	"1997"	"1997"	26612	19740317	134.81
	"Gonorrhea"	"280"	"Texas"	"48"	"1998"	"1998"	32833	20157531	162.88
	"Gonorrhea"	"280"	"Texas"	"48"	"1999"	"1999"	32910	20558220	160.08
	"Gonorrhea"	"280"	"Texas"	"48"	"2000"	"2000"	32919	20955248	157.09
	"Gonorrhea"	"280"	"Texas"	"48"	"2001"	"2001"	30024	21370983	140.49
	"Gonorrhea"	"280"	"Texas"	"48"	"2002"	"2002"	26988	21779893	123.91
	"Gonorrhea"	"280"	"Texas"	"48"	"2003"	"2003"	24595	22118509	111.20
	"Gonorrhea"	"280"	"Texas"	"48"	"2004"	"2004"	24371	22490022	108.36
	"Gonorrhea"	"280"	"Texas"	"48"	"2005"	"2005"	26110	22859968	114.22
	"Gonorrhea"	"280"	"Texas"	"48"	"2006"	"2006"	30449	23507783	129.53
	"Gonorrhea"	"280"	"Texas"	"48"	"2007"	"2007"	32073	23904380	134.17
	"Gonorrhea"	"280"	"Texas"	"48"	"2008"	"2008"	32199	24326974	132.36
	"Gonorrhea"	"280"	"Texas"	"48"	"2009"	"2009"	29295	24782302	118.21
	"Gonorrhea"	"280"	"Texas"	"48"	"2010"	"2010"	31788	25145561	126.42
	"Gonorrhea"	"280"	"Texas"	"48"	"2011"	"2011"	30930	25674681	120.47
	"Gonorrhea"	"280"	"Texas"	"48"	"2012"	"2012"	32473	26059203	124.61
	"Gonorrhea"	"280"	"Texas"	"48"	"2013"	"2013"	33835	26448193	127.93
	"Gonorrhea"	"280"	"Texas"	"48"	"2014"	"2014"	35322	26448193	133.55
"Total"	"Gonorrhea"	"280"	"Texas"	"48"			568850	437668303	129.97
	"Gonorrhea"	"280"	"Utah"	"49"	"1996"	"1996"	277	2067976	13.39
	"Gonorrhea"	"280"	"Utah"	"49"	"1997"	"1997"	278	2119784	13.11
	"Gonorrhea"	"280"	"Utah"	"49"	"1998"	"1998"	236	2165960	10.90
	"Gonorrhea"	"280"	"Utah"	"49"	"1999"	"1999"	254	2203482	11.53
	"Gonorrhea"	"280"	"Utah"	"49"	"2000"	"2000"	231	2243406	10.30
	"Gonorrhea"	"280"	"Utah"	"49"	"2001"	"2001"	219	2278712	9.61
	"Gonorrhea"	"280"	"Utah"	"49"	"2002"	"2002"	374	2316256	16.15
	"Gonorrhea"	"280"	"Utah"	"49"	"2003"	"2003"	412	2351467	17.52
	"Gonorrhea"	"280"	"Utah"	"49"	"2004"	"2004"	603	2389039	25.24
	"Gonorrhea"	"280"	"Utah"	"49"	"2005"	"2005"	727	2469585	29.44
	"Gonorrhea"	"280"	"Utah"	"49"	"2006"	"2006"	888	2550063	34.82
	"Gonorrhea"	"280"	"Utah"	"49"	"2007"	"2007"	821	2645330	31.04
	"Gonorrhea"	"280"	"Utah"	"49"	"2008"	"2008"	477	2736424	17.43
	"Gonorrhea"	"280"	"Utah"	"49"	"2009"	"2009"	341	2784572	12.25
	"Gonorrhea"	"280"	"Utah"	"49"	"2010"	"2010"	310	2763885	11.22
	"Gonorrhea"	"280"	"Utah"	"49"	"2011"	"2011"	277	2817222	9.83
	"Gonorrhea"	"280"	"Utah"	"49"	"2012"	"2012"	479	2855287	16.78
	"Gonorrhea"	"280"	"Utah"	"49"	"2013"	"2013"	951	2900872	32.78
	"Gonorrhea"	"280"	"Utah"	"49"	"2014"	"2014"	1441	2900872	49.67
"Total"	"Gonorrhea"	"280"	"Utah"	"49"			9596	47560194	20.18
	"Gonorrhea"	"280"	"Vermont"	"50"	"1996"	"1996"	47	593701	7.92
	"Gonorrhea"	"280"	"Vermont"	"50"	"1997"	"1997"	53	597239	8.87
	"Gonorrhea"	"280"	"Vermont"	"50"	"1998"	"1998"	38	600416	6.33
	"Gonorrhea"	"280"	"Vermont"	"50"	"1999"	"1999"	52	604683	8.60
	"Gonorrhea"	"280"	"Vermont"	"50"	"2000"	"2000"	65	609952	10.66
	"Gonorrhea"	"280"	"Vermont"	"50"	"2001"	"2001"	76	612978	12.40
	"Gonorrhea"	"280"	"Vermont"	"50"	"2002"	"2002"	98	616592	15.89
	"Gonorrhea"	"280"	"Vermont"	"50"	"2003"	"2003"	97	619116	15.67
	"Gonorrhea"	"280"	"Vermont"	"50"	"2004"	"2004"	86	621394	13.84
	"Gonorrhea"	"280"	"Vermont"	"50"	"2005"	"2005"	60	623050	9.63
	"Gonorrhea"	"280"	"Vermont"	"50"	"2006"	"2006"	72	623908	11.54
	"Gonorrhea"	"280"	"Vermont"	"50"	"2007"	"2007"	64	621254	10.30
	"Gonorrhea"	"280"	"Vermont"	"50"	"2008"	"2008"	37	621270	5.96
	"Gonorrhea"	"280"	"Vermont"	"50"	"2009"	"2009"	50	621760	8.04
	"Gonorrhea"	"280"	"Vermont"	"50"	"2010"	"2010"	58	625741	9.27
	"Gonorrhea"	"280"	"Vermont"	"50"	"2011"	"2011"	48	626431	7.66
	"Gonorrhea"	"280"	"Vermont"	"50"	"2012"	"2012"	99	626011	15.81
	"Gonorrhea"	"280"	"Vermont"	"50"	"2013"	"2013"	97	626630	15.48
	"Gonorrhea"	"280"	"Vermont"	"50"	"2014"	"2014"	84	626630	13.40
"Total"	"Gonorrhea"	"280"	"Vermont"	"50"			1281	11718756	10.93
	"Gonorrhea"	"280"	"Virginia"	"51"	"1996"	"1996"	9292	6750884	137.64
	"Gonorrhea"	"280"	"Virginia"	"51"	"1997"	"1997"	8888	6829183	130.15
	"Gonorrhea"	"280"	"Virginia"	"51"	"1998"	"1998"	9265	6900918	134.26
	"Gonorrhea"	"280"	"Virginia"	"51"	"1999"	"1999"	9402	7000174	134.31
	"Gonorrhea"	"280"	"Virginia"	"51"	"2000"	"2000"	10175	7105900	143.19
	"Gonorrhea"	"280"	"Virginia"	"51"	"2001"	"2001"	11095	7196750	154.17
	"Gonorrhea"	"280"	"Virginia"	"51"	"2002"	"2002"	10462	7293542	143.44
	"Gonorrhea"	"280"	"Virginia"	"51"	"2003"	"2003"	9066	7386330	122.74
	"Gonorrhea"	"280"	"Virginia"	"51"	"2004"	"2004"	8565	7459827	114.81
	"Gonorrhea"	"280"	"Virginia"	"51"	"2005"	"2005"	8346	7567465	110.29
	"Gonorrhea"	"280"	"Virginia"	"51"	"2006"	"2006"	6476	7642884	84.73
	"Gonorrhea"	"280"	"Virginia"	"51"	"2007"	"2007"	6269	7712091	81.29
	"Gonorrhea"	"280"	"Virginia"	"51"	"2008"	"2008"	10337	7769089	133.05
	"Gonorrhea"	"280"	"Virginia"	"51"	"2009"	"2009"	7789	7882590	98.81
	"Gonorrhea"	"280"	"Virginia"	"51"	"2010"	"2010"	7402	8001024	92.51
	"Gonorrhea"	"280"	"Virginia"	"51"	"2011"	"2011"	6518	8096604	80.50
	"Gonorrhea"	"280"	"Virginia"	"51"	"2012"	"2012"	6885	8185867	84.11
	"Gonorrhea"	"280"	"Virginia"	"51"	"2013"	"2013"	6952	8260405	84.16
	"Gonorrhea"	"280"	"Virginia"	"51"	"2014"	"2014"	8250	8260405	99.87
"Total"	"Gonorrhea"	"280"	"Virginia"	"51"			161434	143301932	112.65
	"Gonorrhea"	"280"	"Washington"	"53"	"1996"	"1996"	2020	5569753	36.27
	"Gonorrhea"	"280"	"Washington"	"53"	"1997"	"1997"	1956	5674747	34.47
	"Gonorrhea"	"280"	"Washington"	"53"	"1998"	"1998"	1948	5769562	33.76
	"Gonorrhea"	"280"	"Washington"	"53"	"1999"	"1999"	2132	5842564	36.49
	"Gonorrhea"	"280"	"Washington"	"53"	"2000"	"2000"	2418	5911803	40.90
	"Gonorrhea"	"280"	"Washington"	"53"	"2001"	"2001"	2991	5993390	49.91
	"Gonorrhea"	"280"	"Washington"	"53"	"2002"	"2002"	2925	6068996	48.20
	"Gonorrhea"	"280"	"Washington"	"53"	"2003"	"2003"	2753	6131445	44.90
	"Gonorrhea"	"280"	"Washington"	"53"	"2004"	"2004"	2810	6203788	45.29
	"Gonorrhea"	"280"	"Washington"	"53"	"2005"	"2005"	3739	6287759	59.46
	"Gonorrhea"	"280"	"Washington"	"53"	"2006"	"2006"	4231	6395798	66.15
	"Gonorrhea"	"280"	"Washington"	"53"	"2007"	"2007"	3653	6468424	56.47
	"Gonorrhea"	"280"	"Washington"	"53"	"2008"	"2008"	3127	6549224	47.75
	"Gonorrhea"	"280"	"Washington"	"53"	"2009"	"2009"	2285	6664195	34.29
	"Gonorrhea"	"280"	"Washington"	"53"	"2010"	"2010"	2864	6724540	42.59
	"Gonorrhea"	"280"	"Washington"	"53"	"2011"	"2011"	2737	6830038	40.07
	"Gonorrhea"	"280"	"Washington"	"53"	"2012"	"2012"	3238	6897012	46.95
	"Gonorrhea"	"280"	"Washington"	"53"	"2013"	"2013"	4369	6971406	62.67
	"Gonorrhea"	"280"	"Washington"	"53"	"2014"	"2014"	6221	6971406	89.24
"Total"	"Gonorrhea"	"280"	"Washington"	"53"			58417	119925850	48.71
	"Gonorrhea"	"280"	"West Virginia"	"54"	"1996"	"1996"	797	1822808	43.72
	"Gonorrhea"	"280"	"West Virginia"	"54"	"1997"	"1997"	953	1819113	52.39
	"Gonorrhea"	"280"	"West Virginia"	"54"	"1998"	"1998"	919	1815609	50.62
	"Gonorrhea"	"280"	"West Virginia"	"54"	"1999"	"1999"	584	1811799	32.23
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2000"	"2000"	645	1807326	35.69
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2001"	"2001"	729	1800975	40.48
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2002"	"2002"	974	1801873	54.05
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2003"	"2003"	847	1810357	46.79
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2004"	"2004"	892	1815354	49.14
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2005"	"2005"	770	1816856	42.38
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2006"	"2006"	953	1818470	52.41
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2007"	"2007"	930	1812035	51.32
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2008"	"2008"	746	1814468	41.11
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2009"	"2009"	475	1819777	26.10
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2010"	"2010"	579	1852994	31.25
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2011"	"2011"	796	1855364	42.90
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2012"	"2012"	831	1855413	44.79
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2013"	"2013"	1063	1854304	57.33
	"Gonorrhea"	"280"	"West Virginia"	"54"	"2014"	"2014"	841	1854304	45.35
"Total"	"Gonorrhea"	"280"	"West Virginia"	"54"			15324	34659199	44.21
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"1996"	"1996"	4941	5229986	94.47
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"1997"	"1997"	4527	5266213	85.96
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"1998"	"1998"	6351	5297672	119.88
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"1999"	"1999"	6662	5332666	124.93
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2000"	"2000"	7013	5374367	130.49
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2001"	"2001"	6014	5405947	111.25
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2002"	"2002"	6341	5441196	116.54
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2003"	"2003"	5663	5472299	103.48
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2004"	"2004"	5053	5509026	91.72
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2005"	"2005"	5869	5536201	106.01
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2006"	"2006"	6927	5556506	124.67
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2007"	"2007"	6752	5601640	120.54
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2008"	"2008"	6087	5627967	108.16
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2009"	"2009"	5201	5654774	91.98
	"Gonorrhea"	"280"	"Wisconsin"	"55"	"2010"	"2010"	5091	5686986	89.52
